-1,-24.042967511397837
2,-9.2719
3,-7.5956
4,-12.5300
5,-5.3259
6,-9.3112
7,-5.0742
8,-3.9056
9,-8.0302
10,-5.9439
11,-7.2317
12,-10.1321
19,-7.8666
20,-9.8220
23,-12.5300
31,-10.9206
32,-11.8369
33,-10.4506
35,-10.3328
37,-8.0757
39,-9.8220
43,-9.6968
51,-12.5300
52,-8.3712
54,-12.5300
66,-9.5856
147,-10.9206
148,-10.5841
149,-10.5841
151,-7.0920
153,-9.0961
155,-11.8369
156,-10.3328
163,-11.8369
164,-3.6735
166,-12.5300
167,-5.0066
168,-8.4357
169,-10.1321
171,-12.5300
173,-6.1199
174,-10.2275
177,-9.8220
179,-6.7617
257,-9.6397
259,-11.8369
261,-8.7014
262,-8.9191
263,-9.4855
264,-8.1606
265,-7.5533
266,-7.5672
267,-9.0643
268,-8.2126
269,-6.9655
270,-5.0970
274,-9.8220
275,-2.5708
276,-5.5107
277,-7.7098
278,-10.0451
279,-6.5361
280,-7.1877
281,-8.4525
282,-4.5317
283,-10.2275
284,-9.4855
285,-8.1862
286,-4.9152
287,-10.0451
288,-3.3954
289,-6.9096
291,-4.8334
292,-11.1437
293,-11.1437
295,-12.5300
297,-3.7331
299,-6.1968
300,-8.1993
301,-3.6942
302,-10.2275
304,-5.3928
306,-7.4866
307,-6.7431
308,-5.1951
309,-6.4075
310,-8.8925
311,-12.5300
312,-11.1437
314,-11.4314
316,-5.2432
317,-4.6610
318,-10.9206
319,-7.1973
320,-10.3328
322,-7.9867
330,-4.5884
331,-7.8205
332,-9.1288
335,-12.5300
338,-7.2218
339,-10.7383
341,-9.3945
342,-11.1437
344,-9.6968
346,-12.5300
348,-8.2534
349,-12.5300
351,-12.5300
353,-12.5300
354,-10.2275
355,-9.3520
358,-12.5300
359,-3.4307
361,-9.9651
364,-5.8086
366,-8.4525
368,-6.4478
383,-7.0288
399,-10.2275
431,-10.9206
438,-12.5300
440,-12.5300
452,-6.7100
453,-8.5227
455,-5.0429
457,-12.5300
458,-9.1288
459,-7.6101
460,-3.4464
462,-9.6968
463,-5.5879
466,-11.4314
503,-11.8369
504,-9.0961
508,-7.5884
514,-9.0961
543,-12.5300
555,-8.3404
556,-12.5300
557,-11.4314
558,-11.8369
559,-11.4314
560,-6.0500
570,-12.5300
583,-8.3404
584,-12.5300
602,-12.5300
606,-12.5300
617,-11.1437
619,-11.4314
621,-11.8369
622,-9.1627
623,-9.3112
625,-6.9206
679,-12.5300
683,-9.5343
687,-11.1437
689,-9.9651
728,-12.5300
731,-10.3328
732,-12.5300
733,-12.5300
735,-8.7459
740,-12.5300
742,-11.1437
743,-11.8369
750,-11.8369
751,-10.4506
754,-11.4314
762,-11.8369
763,-10.5841
766,-8.1733
767,-10.1321
768,-12.5300
772,-10.2275
774,-12.5300
776,-11.8369
780,-10.9206
786,-6.3604
788,-9.1627
811,-12.5300
817,-10.4506
818,-12.5300
823,-12.5300
824,-11.4314
826,-12.5300
829,-6.8163
830,-11.4314
832,-9.8910
833,-12.5300
1281,-7.5742
1282,-8.6799
1283,-4.0512
1284,-9.5856
1285,-1.4277
1287,-6.9927
1288,-5.3723
1289,-6.0608
1290,-8.8925
1291,-8.0992
1292,-9.9651
1293,-9.3112
1294,-10.3328
1295,-7.0747
1298,-9.2342
1299,-10.2275
1300,-12.5300
1301,-7.7938
1302,-11.1437
1306,-5.6579
1309,-12.5300
1310,-1.2101
1311,-6.6439
1312,-5.0742
1313,-5.9508
1314,-5.9508
1315,-8.4192
1316,-5.0905
1317,-10.2275
1318,-10.9206
