-1,-19.61369370804196
2,-6.0213
3,-5.5358
5,-2.9533
6,-7.0022
7,-1.9146
8,-2.0895
9,-4.9653
10,-3.2487
11,-6.4913
12,-4.6668
19,-4.8819
20,-5.7029
24,-8.1008
33,-7.0022
35,-7.4076
36,-8.1008
39,-8.1008
43,-6.4913
52,-6.7145
148,-7.0022
151,-8.1008
153,-7.4076
156,-8.1008
164,-3.1172
167,-3.4660
168,-7.4076
169,-8.1008
173,-7.4076
257,-7.4076
261,-6.3090
262,-7.0022
265,-7.0022
270,-8.1008
275,-4.3872
279,-4.9653
281,-8.1008
284,-8.1008
285,-5.7982
286,-6.1549
288,-1.2071
289,-7.4076
291,-7.0022
307,-6.7145
359,-7.4076
360,-7.4076
364,-8.1008
366,-5.3282
368,-5.9035
435,-7.4076
473,-7.4076
481,-8.1008
507,-7.4076
512,-8.1008
513,-8.1008
515,-6.1549
546,-8.1008
555,-7.4076
560,-7.0022
605,-8.1008
622,-8.1008
733,-6.4913
786,-8.1008
817,-8.1008
930,-5.3927
1281,-4.9227
1282,-4.8049
1283,-6.3090
1285,-3.0703
1287,-6.0213
1288,-4.5454
1289,-4.9227
1290,-5.7029
1291,-5.6159
1292,-6.3090
1293,-5.1050
1294,-8.1008
1301,-7.4076
1306,-3.9419
1310,-4.9227
1313,-7.0022
1314,-5.1050
1315,-5.1563
1316,-3.7441
