-1,-26.550588962557462
1,-11.3488
2,-7.6662
3,-6.1859
4,-9.5654
5,-3.5699
6,-4.1667
7,-3.6670
8,-4.4540
9,-5.7285
10,-2.9063
11,-7.8645
12,-11.8596
13,-12.8404
14,-12.7351
15,-15.0377
18,-13.4282
19,-6.6359
20,-8.9998
21,-10.7892
22,-12.6398
23,-10.1250
24,-9.9878
27,-13.6514
29,-15.0377
31,-9.8227
32,-11.4267
33,-9.3141
34,-10.9772
35,-8.3887
36,-11.1256
37,-9.2508
38,-15.0377
39,-8.0228
40,-13.0918
43,-7.2875
44,-12.7351
45,-10.7750
50,-9.5612
51,-9.0289
52,-9.2883
54,-10.3192
55,-13.9390
66,-9.1543
67,-13.2459
84,-13.6514
87,-12.5528
90,-9.8392
113,-13.6514
114,-13.4282
125,-15.0377
129,-13.9390
147,-4.8390
148,-2.6314
149,-4.4866
150,-5.0209
151,-3.3121
152,-8.2408
153,-7.0095
154,-6.0462
155,-6.4288
156,-3.2060
157,-7.5289
158,-10.9772
159,-11.7055
160,-13.0918
161,-12.4727
162,-10.7892
163,-10.6068
164,-4.2245
166,-13.6514
167,-5.4934
168,-8.6558
169,-9.3678
170,-8.8660
171,-10.8633
173,-6.1740
174,-7.1241
175,-13.4282
177,-9.3541
179,-6.0304
182,-6.4493
183,-6.0663
184,-15.0377
185,-13.2459
188,-11.5113
189,-8.3456
191,-8.8231
192,-14.3445
193,-9.6395
195,-13.0918
198,-13.6514
199,-7.1278
200,-11.9022
201,-14.3445
202,-15.0377
205,-7.5300
206,-13.4282
209,-10.4225
210,-5.8680
211,-6.7962
214,-5.6051
215,-14.3445
216,-15.0377
219,-15.0377
220,-12.9582
221,-8.7169
222,-13.9390
224,-8.4460
225,-13.4282
226,-13.4282
228,-9.5781
231,-12.0419
232,-9.4504
233,-8.0283
234,-7.1926
237,-7.9703
238,-12.8404
239,-13.6514
242,-12.3986
243,-11.9022
248,-12.6398
249,-13.9390
250,-9.3043
253,-8.6850
255,-9.4467
256,-10.1104
