-1,-19.05672833247174
2,-5.2412
3,-6.1575
5,-3.7596
6,-4.5994
7,-4.5481
8,-3.6937
9,-4.9047
10,-1.1141
11,-6.4452
19,-5.0589
21,-7.5438
27,-7.5438
33,-7.5438
34,-7.5438
35,-6.8507
37,-7.5438
39,-7.5438
43,-6.4452
45,-7.5438
51,-6.4452
156,-6.8507
233,-7.5438
275,-6.8507
279,-6.8507
288,-4.9789
291,-7.5438
313,-6.1575
453,-6.8507
460,-3.8302
466,-6.8507
555,-5.5979
560,-4.9047
586,-7.5438
597,-7.5438
610,-6.8507
617,-7.5438
619,-5.4644
622,-4.9047
625,-4.7106
683,-5.9344
689,-7.5438
729,-6.1575
731,-5.9344
733,-6.1575
735,-5.7520
736,-5.7520
756,-6.8507
760,-6.8507
764,-5.7520
768,-6.8507
772,-5.3466
780,-4.8358
786,-5.7520
788,-5.9344
819,-7.5438
823,-6.1575
829,-7.5438
832,-7.5438
986,-6.1575
1281,-3.7152
1282,-4.6534
1283,-2.6918
1285,-1.7208
1287,-3.6726
1288,-2.9691
1289,-5.5979
1290,-5.3466
1291,-6.1575
1292,-5.9344
1293,-5.5979
1294,-5.4644
1295,-5.4644
1296,-7.5438
1304,-6.4452
1306,-4.0174
1310,-7.5438
1314,-4.0781
1315,-4.2480
1316,-3.9603
