-1,-17.45572484009693
2,-5.9428
3,-4.3334
5,-2.9984
6,-3.5449
7,-4.3334
8,-5.2496
9,-5.2496
10,-2.4164
105,-3.6402
148,-4.5565
151,-5.2496
154,-5.9428
156,-5.9428
164,-3.8634
261,-3.7456
262,-3.9969
268,-3.9969
275,-5.2496
279,-5.2496
284,-4.5565
288,-5.9428
291,-4.8442
307,-2.9984
308,-5.2496
309,-3.3037
318,-5.9428
359,-5.9428
363,-5.9428
364,-5.9428
366,-4.8442
370,-4.8442
435,-3.6402
439,-5.9428
453,-5.9428
454,-5.9428
458,-3.8634
460,-3.9969
466,-4.8442
487,-4.8442
491,-4.3334
496,-5.9428
501,-3.4579
503,-5.2496
516,-5.9428
527,-5.9428
541,-5.9428
543,-5.9428
555,-5.9428
560,-4.3334
625,-3.3037
687,-5.9428
735,-5.9428
776,-5.2496
786,-5.9428
820,-5.9428
829,-5.9428
831,-5.9428
886,-5.9428
893,-5.9428
894,-3.8634
930,-4.8442
992,-5.2496
1275,-5.2496
1281,-3.8634
1285,-2.9471
1287,-5.9428
1288,-4.8442
1289,-3.9969
1291,-5.9428
1295,-5.9428
1302,-2.9984
1304,-4.5565
1306,-5.2496
1309,-3.7456
1310,-4.8442
1312,-5.9428
1313,-5.9428
1315,-4.3334
1316,-3.8634
