ェ	ぇ゚	1288		501	-20.0000
ェ	ェ゙	1288		501	-20.0000
ェ	ぇ゙	1288		501	-20.0000
ェ		1288		74	-14.4601
ェ		1285		74	-12.1555
ェ	ェ゚	1288		501	-20.0000
