5	五	1295		452	-11.0000
5	❺	1295		452	-15.2000
5	⑸	1295		452	-20.0000
5	⑤	1295		452	-15.1000
5	₅	1295		452	-17.2000
5		1295		452	-10.0000
5	Ⅴ	1295		452	-16.1000
5	⒌	1295		452	-16.3000
5	５	1295		452	-15.0000
5	⁵	1295		452	-17.1000
5	ⅴ	1295		452	-16.2000
